&GShkar          ->&w2   &G-&w  17   &G   Rvnum: 10300   Sea-elf Conjurer
&GGomorrah       ->&w45  &G-&w  86   &G   Rvnum: 14222   Ghoul Shaman
&GKeruni         ->&w35  &G-&w  32   &G   Rvnum: 14248   Half-elf Bishop
&GKasati         ->&w2   &G-&w  17   &G   Rvnum: 10300   Shuri Jester
&GKasati         ->&w3   &G-&w  17   &G   Rvnum: 10438   Shuri Jester
&GKasati         ->&w4   &G-&w  17   &G   Rvnum: 10436   Shuri Jester
&GKasati         ->&w5   &G-&w  17   &G   Rvnum: 10384   Shuri Jester
&GTsuikodai      ->&w2   &G-&w  17   &G   Rvnum: 10300   Gith Thief
&GRiku           ->&w11  &G-&w  17   &G   Rvnum: 5131    Ghoul Druid
&GRiku           ->&w12  &G-&w  17   &G   Rvnum: 3808    Ghoul Druid
&GRiku           ->&w13  &G-&w  17   &G   Rvnum: 3826    Ghoul Druid
&GRiku           ->&w14  &G-&w  17   &G   Rvnum: 3835    Ghoul Druid
&GRiku           ->&w15  &G-&w  18   &G   Rvnum: 3839    Ghoul Druid
&GRiku           ->&w16  &G-&w  18   &G   Rvnum: 8004    Ghoul Druid
&GHelpless       ->&w2   &G-&w  17   &G   Rvnum: 10300   Minotaur Thug
&GHelpless       ->&w3   &G-&w  17   &G   Rvnum: 10361   Minotaur Thug
&GHelpless       ->&w4   &G-&w  17   &G   Rvnum: 10361   Minotaur Thug
&GGomorrah       ->&w46  &G-&w  87   &G   Rvnum: 12044   Ghoul Shaman
&GShyion         ->&w2   &G-&w  17   &G   Rvnum: 10300   Gith Mage
&GShyion         ->&w3   &G-&w  17   &G   Rvnum: 10335   Gith Mage
&GShyion         ->&w4   &G-&w  17   &G   Rvnum: 10361   Gith Mage
&GShyion         ->&w5   &G-&w  17   &G   Rvnum: 10368   Gith Mage
&GShyion         ->&w6   &G-&w  17   &G   Rvnum: 10365   Gith Mage
&GShyion         ->&w7   &G-&w  18   &G   Rvnum: 1100    Gith Mage
&GJaakob         ->&w41  &G-&w  93   &G   Rvnum: 14198   Ghoul Bishop
&GStefan         ->&w34  &G-&w  65   &G   Rvnum: 925     Jinn Archmagi
&GMerrik         ->&w45  &G-&w  30   &G   Rvnum: 4602    Jinn Cleric
&GNergal         ->&w2   &G-&w  17   &G   Rvnum: 10300   Drow Warrior
&GStefan         ->&w35  &G-&w  67   &G   Rvnum: 21125   Jinn Archmagi
&GGomorrah       ->&w47  &G-&w  89   &G   Rvnum: 21019   Ghoul Shaman
&GZoarre         ->&w2   &G-&w  17   &G   Rvnum: 10300   Minotaur Warrior
&GZoarre         ->&w3   &G-&w  17   &G   Rvnum: 10339   Minotaur Warrior
&GZoarre         ->&w4   &G-&w  17   &G   Rvnum: 10361   Minotaur Warrior
&GZoarre         ->&w5   &G-&w  17   &G   Rvnum: 10411   Minotaur Warrior
&GAeronil        ->&w38  &G-&w  26   &G   Rvnum: 5140    Ghoul Mage
&GRiane          ->&w2   &G-&w  17   &G   Rvnum: 10300   Shuri Jester
&GRiane          ->&w3   &G-&w  17   &G   Rvnum: 10303   Shuri Jester
&GRiane          ->&w4   &G-&w  17   &G   Rvnum: 10436   Shuri Jester
&GRiane          ->&w5   &G-&w  17   &G   Rvnum: 10371   Shuri Jester
&GAsyncritus     ->&w10  &G-&w  19   &G   Rvnum: 652     Ghoul Jester
&GRiane          ->&w6   &G-&w  17   &G   Rvnum: 10300   Shuri Jester
&GAsyncritus     ->&w11  &G-&w  19   &G   Rvnum: 10950   Ghoul Jester
&GRiane          ->&w7   &G-&w  17   &G   Rvnum: 21001   Shuri Jester
&GRiane          ->&w8   &G-&w  17   &G   Rvnum: 21018   Shuri Jester
&GAsyncritus     ->&w12  &G-&w  19   &G   Rvnum: 21093   Ghoul Jester
&GRiane          ->&w9   &G-&w  17   &G   Rvnum: 1223    Shuri Jester
&GRiane          ->&w10  &G-&w  17   &G   Rvnum: 1269    Shuri Jester
&GRiane          ->&w11  &G-&w  17   &G   Rvnum: 534     Shuri Jester
&GAsyncritus     ->&w13  &G-&w  19   &G   Rvnum: 21024   Ghoul Jester
&GShyion         ->&w8   &G-&w  18   &G   Rvnum: 1088    Gith Mage
&GShyion         ->&w9   &G-&w  18   &G   Rvnum: 1100    Gith Mage
&GGomorrah       ->&w48  &G-&w  90   &G   Rvnum: 4653    Ghoul Shaman
&GStefan         ->&w36  &G-&w  69   &G   Rvnum: 12024   Jinn Archmagi
&GRiane          ->&w12  &G-&w  17   &G   Rvnum: 531     Shuri Jester
&GRiane          ->&w13  &G-&w  18   &G   Rvnum: 1104    Shuri Jester
&GLiane          ->&w2   &G-&w  17   &G   Rvnum: 10300   Lizardman Warrior
&GLiane          ->&w3   &G-&w  17   &G   Rvnum: 10432   Lizardman Warrior
&GLiane          ->&w4   &G-&w  17   &G   Rvnum: 10300   Lizardman Warrior
&GLiane          ->&w5   &G-&w  17   &G   Rvnum: 10300   Lizardman Warrior
&GLiane          ->&w6   &G-&w  17   &G   Rvnum: 21001   Lizardman Warrior
&GLiane          ->&w7   &G-&w  17   &G   Rvnum: 1219    Lizardman Warrior
&GLiane          ->&w8   &G-&w  17   &G   Rvnum: 1214    Lizardman Warrior
&GRiane          ->&w14  &G-&w  19   &G   Rvnum: 21126   Shuri Jester
&GRiane          ->&w15  &G-&w  19   &G   Rvnum: 519     Shuri Jester
&GGomorrah       ->&w49  &G-&w  92   &G   Rvnum: 14221   Ghoul Shaman
&GGomorrah       ->&w50  &G-&w  93   &G   Rvnum: 4650    Ghoul Shaman
&GMarit          ->&w2   &G-&w  17   &G   Rvnum: 10300   Wolfen Diabolist
&GAsyncritus     ->&w14  &G-&w  20   &G   Rvnum: 21074   Ghoul Jester
&GJaakob         ->&w42  &G-&w  95   &G   Rvnum: 8355    Ghoul Bishop
&GAsyncritus     ->&w15  &G-&w  21   &G   Rvnum: 21068   Ghoul Jester
&GJaakob         ->&w43  &G-&w  96   &G   Rvnum: 10241   Ghoul Bishop
&GJaakob         ->&w44  &G-&w  97   &G   Rvnum: 12050   Ghoul Bishop
&GBrennyn        ->&w2   &G-&w  17   &G   Rvnum: 10300   Elf Thug
&GBrennyn        ->&w3   &G-&w  17   &G   Rvnum: 10349   Elf Thug
&GBrennyn        ->&w4   &G-&w  17   &G   Rvnum: 10308   Elf Thug
&GBrennyn        ->&w5   &G-&w  17   &G   Rvnum: 10300   Elf Thug
&GJaakob         ->&w45  &G-&w  99   &G   Rvnum: 1852    Ghoul Bishop
&GKasati         ->&w6   &G-&w  17   &G   Rvnum: 1274    Shuri Jester
&GKasati         ->&w7   &G-&w  17   &G   Rvnum: 1221    Shuri Jester
&GKeruni         ->&w36  &G-&w  32   &G   Rvnum: 14233   Half-elf Bishop
&GKeeper         ->&w2   &G-&w  17   &G   Rvnum: 10300   Ghoul Druid
&GKeeper         ->&w3   &G-&w  17   &G   Rvnum: 10346   Ghoul Druid
&GKeeper         ->&w4   &G-&w  17   &G   Rvnum: 10361   Ghoul Druid
&GKeeper         ->&w5   &G-&w  17   &G   Rvnum: 10395   Ghoul Druid
&GKeeper         ->&w6   &G-&w  17   &G   Rvnum: 21114   Ghoul Druid
&GKeeper         ->&w7   &G-&w  17   &G   Rvnum: 21020   Ghoul Druid
&GWolfbane       ->&w2   &G-&w  17   &G   Rvnum: 10300   Wolfen Warrior
&GWolfen         ->&w2   &G-&w  17   &G   Rvnum: 10300   Wolfen Warrior
&GKeruni         ->&w37  &G-&w  33   &G   Rvnum: 14216   Half-elf Bishop
&GKasati         ->&w8   &G-&w  17   &G   Rvnum: 1262    Shuri Jester
&GStefan         ->&w37  &G-&w  71   &G   Rvnum: 1747    Jinn Archmagi
&GKeeper         ->&w8   &G-&w  19   &G   Rvnum: 281     Ghoul Druid
&GKeeper         ->&w9   &G-&w  19   &G   Rvnum: 1490    Ghoul Druid
&GKeeper         ->&w10  &G-&w  20   &G   Rvnum: 21055   Ghoul Druid
&GKeeper         ->&w11  &G-&w  20   &G   Rvnum: 1021    Ghoul Druid
&GKeeper         ->&w12  &G-&w  21   &G   Rvnum: 21107   Ghoul Druid
&GLucavi         ->&w2   &G-&w  17   &G   Rvnum: 10300   Ghoul Diabolist
&GKeeper         ->&w13  &G-&w  21   &G   Rvnum: 21112   Ghoul Druid
&GKrave          ->&w2   &G-&w  17   &G   Rvnum: 10300   Ghoul Druid
&GKeeper         ->&w14  &G-&w  22   &G   Rvnum: 21065   Ghoul Druid
&GKeeper         ->&w15  &G-&w  23   &G   Rvnum: 206     Ghoul Druid
&GPenn           ->&w2   &G-&w  17   &G   Rvnum: 10300   Drow Monk
&GAcen           ->&w2   &G-&w  17   &G   Rvnum: 10300   Wolfen Ranger
&GSlare          ->&w2   &G-&w  17   &G   Rvnum: 10300   Lizardman Warrior
&GSlare          ->&w3   &G-&w  17   &G   Rvnum: 10368   Lizardman Warrior
&GKeeper         ->&w16  &G-&w  24   &G   Rvnum: 6054    Ghoul Druid
&GKeeper         ->&w17  &G-&w  24   &G   Rvnum: 4813    Ghoul Druid
&GKeeper         ->&w18  &G-&w  25   &G   Rvnum: 21018   Ghoul Druid
&GKith           ->&w2   &G-&w  17   &G   Rvnum: 10300   Ghoul Ranger
&GKith           ->&w3   &G-&w  17   &G   Rvnum: 10373   Ghoul Ranger
&GKith           ->&w4   &G-&w  17   &G   Rvnum: 10367   Ghoul Ranger
&GKeeper         ->&w19  &G-&w  26   &G   Rvnum: 4949    Ghoul Druid
&GKeeper         ->&w20  &G-&w  26   &G   Rvnum: 3839    Ghoul Druid
&GKeeper         ->&w21  &G-&w  26   &G   Rvnum: 8023    Ghoul Druid
&GKeeper         ->&w22  &G-&w  27   &G   Rvnum: 2416    Ghoul Druid
&GKeeper         ->&w23  &G-&w  28   &G   Rvnum: 21133   Ghoul Druid
&GAsyncritus     ->&w16  &G-&w  23   &G   Rvnum: 21116   Ghoul Jester
&GKeeper         ->&w24  &G-&w  29   &G   Rvnum: 12187   Ghoul Druid
&GKeeper         ->&w25  &G-&w  29   &G   Rvnum: 2500    Ghoul Druid
&GKeeper         ->&w26  &G-&w  30   &G   Rvnum: 11036   Ghoul Druid
&GKeeper         ->&w27  &G-&w  31   &G   Rvnum: 11087   Ghoul Druid
&GKeeper         ->&w28  &G-&w  31   &G   Rvnum: 14179   Ghoul Druid
&GKeeper         ->&w29  &G-&w  32   &G   Rvnum: 2109    Ghoul Druid
&GKeeper         ->&w30  &G-&w  32   &G   Rvnum: 11043   Ghoul Druid
&GOutkast        ->&w2   &G-&w  17   &G   Rvnum: 10300   Ghoul Mage
&GKeeper         ->&w31  &G-&w  33   &G   Rvnum: 16105   Ghoul Druid
&GKeeper         ->&w32  &G-&w  33   &G   Rvnum: 7402    Ghoul Druid
&GKeeper         ->&w33  &G-&w  34   &G   Rvnum: 10026   Ghoul Druid
&GMerrik         ->&w46  &G-&w  32   &G   Rvnum: 11032   Jinn Cleric
&GMerrik         ->&w47  &G-&w  32   &G   Rvnum: 11025   Jinn Cleric
&GStefan         ->&w38  &G-&w  73   &G   Rvnum: 4216    Jinn Archmagi
&GKeeper         ->&w34  &G-&w  35   &G   Rvnum: 11073   Ghoul Druid
&GKeeper         ->&w35  &G-&w  36   &G   Rvnum: 11073   Ghoul Druid
&GAeronil        ->&w39  &G-&w  27   &G   Rvnum: 11065   Ghoul Mage
&GKeeper         ->&w36  &G-&w  36   &G   Rvnum: 2788    Ghoul Druid
&GKeeper         ->&w37  &G-&w  37   &G   Rvnum: 2739    Ghoul Druid
&GKeeper         ->&w38  &G-&w  38   &G   Rvnum: 2985    Ghoul Druid
&GIce            ->&w2   &G-&w  17   &G   Rvnum: 10300   Elf Mage
&GKeeper         ->&w39  &G-&w  39   &G   Rvnum: 14163   Ghoul Druid
&GKeeper         ->&w40  &G-&w  40   &G   Rvnum: 14212   Ghoul Druid
&GKeeper         ->&w41  &G-&w  40   &G   Rvnum: 4975    Ghoul Druid
&GKeeper         ->&w42  &G-&w  41   &G   Rvnum: 897     Ghoul Druid
&GKeeper         ->&w43  &G-&w  41   &G   Rvnum: 21126   Ghoul Druid
&GKeeper         ->&w44  &G-&w  42   &G   Rvnum: 10014   Ghoul Druid
&GMerrik         ->&w48  &G-&w  33   &G   Rvnum: 11051   Jinn Cleric
&GKeeper         ->&w45  &G-&w  44   &G   Rvnum: 16318   Ghoul Druid
&GKeeper         ->&w46  &G-&w  45   &G   Rvnum: 6162    Ghoul Druid
&GYulisan        ->&w2   &G-&w  17   &G   Rvnum: 10300   Human Warrior
&GNewby          ->&w2   &G-&w  17   &G   Rvnum: 10300   Ghoul Monk
&GUrza           ->&w2   &G-&w  17   &G   Rvnum: 10300   Elf Mage
&GKeeper         ->&w47  &G-&w  46   &G   Rvnum: 4575    Ghoul Druid
&GKeeper         ->&w48  &G-&w  47   &G   Rvnum: 2726    Ghoul Druid
&GKeeper         ->&w49  &G-&w  47   &G   Rvnum: 14208   Ghoul Druid
&GKeeper         ->&w50  &G-&w  48   &G   Rvnum: 11059   Ghoul Druid
&GLarcin         ->&w2   &G-&w  17   &G   Rvnum: 10300   Ghoul Thief
&GLarcin         ->&w3   &G-&w  17   &G   Rvnum: 10351   Ghoul Thief
&GLarcin         ->&w4   &G-&w  17   &G   Rvnum: 10375   Ghoul Thief
&GLarcin         ->&w5   &G-&w  17   &G   Rvnum: 10300   Ghoul Thief
&GLarcin         ->&w6   &G-&w  17   &G   Rvnum: 21001   Ghoul Thief
&GLarcin         ->&w7   &G-&w  17   &G   Rvnum: 21027   Ghoul Thief
&GKeeper         ->&w3   &G-&w  48   &G   Rvnum: 2904    Ghoul Archmagi
&GKeeper         ->&w4   &G-&w  48   &G   Rvnum: 2905    Ghoul Archmagi
&GKeeper         ->&w5   &G-&w  48   &G   Rvnum: 2739    Ghoul Archmagi
&GKeeper         ->&w6   &G-&w  48   &G   Rvnum: 2734    Ghoul Archmagi
&GKeeper         ->&w7   &G-&w  48   &G   Rvnum: 2729    Ghoul Archmagi
&GKeeper         ->&w8   &G-&w  48   &G   Rvnum: 2726    Ghoul Archmagi
&GLarcin         ->&w8   &G-&w  17   &G   Rvnum: 1509    Ghoul Thief
&GKeeper         ->&w9   &G-&w  49   &G   Rvnum: 2740    Ghoul Archmagi
&GKeeper         ->&w10  &G-&w  49   &G   Rvnum: 2733    Ghoul Archmagi
&GKeeper         ->&w11  &G-&w  49   &G   Rvnum: 2725    Ghoul Archmagi
&GRaycek         ->&w2   &G-&w  17   &G   Rvnum: 10300   Ghoul Mage
&GRaycek         ->&w3   &G-&w  17   &G   Rvnum: 10308   Ghoul Mage
&GRaycek         ->&w4   &G-&w  17   &G   Rvnum: 10300   Ghoul Mage
&GKeeper         ->&w12  &G-&w  49   &G   Rvnum: 2737    Ghoul Archmagi
&GRaycek         ->&w5   &G-&w  17   &G   Rvnum: 10375   Ghoul Mage
&GKeeper         ->&w13  &G-&w  49   &G   Rvnum: 2723    Ghoul Archmagi
&GRaycek         ->&w6   &G-&w  17   &G   Rvnum: 21001   Ghoul Mage
&GRaycek         ->&w7   &G-&w  17   &G   Rvnum: 21126   Ghoul Mage
&GKeeper         ->&w14  &G-&w  49   &G   Rvnum: 2902    Ghoul Archmagi
&GRaycek         ->&w8   &G-&w  17   &G   Rvnum: 21145   Ghoul Mage
&GRaycek         ->&w9   &G-&w  17   &G   Rvnum: 1259    Ghoul Mage
&GKeeper         ->&w15  &G-&w  49   &G   Rvnum: 4650    Ghoul Archmagi
&GRaycek         ->&w10  &G-&w  17   &G   Rvnum: 652     Ghoul Mage
&GKeeper         ->&w16  &G-&w  49   &G   Rvnum: 6164    Ghoul Archmagi
&GRaycek         ->&w11  &G-&w  17   &G   Rvnum: 5140    Ghoul Mage
&GKeeper         ->&w17  &G-&w  49   &G   Rvnum: 2726    Ghoul Archmagi
&GKeeper         ->&w18  &G-&w  50   &G   Rvnum: 2729    Ghoul Archmagi
&GKeeper         ->&w19  &G-&w  50   &G   Rvnum: 2977    Ghoul Archmagi
&GSai            ->&w2   &G-&w  17   &G   Rvnum: 10300   Jinn Mage
&GKeeper         ->&w20  &G-&w  50   &G   Rvnum: 8339    Ghoul Archmagi
&GSai            ->&w3   &G-&w  17   &G   Rvnum: 10335   Jinn Mage
&GSai            ->&w4   &G-&w  17   &G   Rvnum: 10361   Jinn Mage
&GSai            ->&w5   &G-&w  17   &G   Rvnum: 10371   Jinn Mage
&GRaycek         ->&w12  &G-&w  17   &G   Rvnum: 5129    Ghoul Mage
&GRaycek         ->&w13  &G-&w  18   &G   Rvnum: 5131    Ghoul Mage
&GKeeper         ->&w21  &G-&w  51   &G   Rvnum: 2916    Ghoul Archmagi
&GSai            ->&w6   &G-&w  17   &G   Rvnum: 1254    Jinn Mage
&GSai            ->&w7   &G-&w  17   &G   Rvnum: 1276    Jinn Mage
&GSai            ->&w8   &G-&w  17   &G   Rvnum: 5137    Jinn Mage
&GSai            ->&w9   &G-&w  17   &G   Rvnum: 5129    Jinn Mage
&GPersus         ->&w2   &G-&w  17   &G   Rvnum: 10300   Gnome Druid
&GPersus         ->&w3   &G-&w  17   &G   Rvnum: 10344   Gnome Druid
&GPersus         ->&w4   &G-&w  17   &G   Rvnum: 10361   Gnome Druid
&GPersus         ->&w5   &G-&w  17   &G   Rvnum: 10380   Gnome Druid
&GPersus         ->&w6   &G-&w  17   &G   Rvnum: 1253    Gnome Druid
&GPersus         ->&w7   &G-&w  17   &G   Rvnum: 1268    Gnome Druid
&GPersus         ->&w8   &G-&w  17   &G   Rvnum: 5140    Gnome Druid
&GPersus         ->&w9   &G-&w  17   &G   Rvnum: 5132    Gnome Druid
&GPersus         ->&w10  &G-&w  17   &G   Rvnum: 21037   Gnome Druid
&GPersus         ->&w11  &G-&w  17   &G   Rvnum: 5136    Gnome Druid
&GPersus         ->&w12  &G-&w  17   &G   Rvnum: 5142    Gnome Druid
&GPersus         ->&w13  &G-&w  17   &G   Rvnum: 5139    Gnome Druid
&GBrock          ->&w18  &G-&w  25   &G   Rvnum: 5132    Halfling Warrior
&GPersus         ->&w14  &G-&w  17   &G   Rvnum: 5132    Gnome Druid
&GPersus         ->&w15  &G-&w  17   &G   Rvnum: 5129    Gnome Druid
&GMyst           ->&w2   &G-&w  17   &G   Rvnum: 10300   Ghoul Druid
&GMyst           ->&w3   &G-&w  17   &G   Rvnum: 21007   Ghoul Druid
&GMyst           ->&w4   &G-&w  17   &G   Rvnum: 21001   Ghoul Druid
&GMyst           ->&w5   &G-&w  17   &G   Rvnum: 10300   Ghoul Druid
&GMyst           ->&w6   &G-&w  17   &G   Rvnum: 10300   Ghoul Druid
&GMyst           ->&w7   &G-&w  17   &G   Rvnum: 665     Ghoul Druid
&GVraknar        ->&w2   &G-&w  17   &G   Rvnum: 10300   Ghoul Monk
&GPersus         ->&w16  &G-&w  18   &G   Rvnum: 5131    Gnome Druid
&GVraknar        ->&w3   &G-&w  17   &G   Rvnum: 21007   Ghoul Monk
&GVraknar        ->&w4   &G-&w  17   &G   Rvnum: 10374   Ghoul Monk
&GVraknar        ->&w5   &G-&w  17   &G   Rvnum: 21001   Ghoul Monk
&GPersus         ->&w17  &G-&w  18   &G   Rvnum: 3843    Gnome Druid
&GPersus         ->&w18  &G-&w  18   &G   Rvnum: 3816    Gnome Druid
&GPersus         ->&w19  &G-&w  18   &G   Rvnum: 9877    Gnome Druid
&GKaltar         ->&w25  &G-&w  36   &G   Rvnum: 8021    Goblin Diabolist
&GKeruni         ->&w38  &G-&w  33   &G   Rvnum: 14246   Half-elf Bishop
&GChemas         ->&w2   &G-&w  17   &G   Rvnum: 10300   Jinn Diabolist
&GPersus         ->&w20  &G-&w  18   &G   Rvnum: 3824    Gnome Druid
&GAeronil        ->&w40  &G-&w  28   &G   Rvnum: 805     Ghoul Mage
&GBeneah         ->&w2   &G-&w  17   &G   Rvnum: 10300   Human Warrior
&GVeldrane       ->&w2   &G-&w  17   &G   Rvnum: 10300   Human Warrior
&GStefan         ->&w39  &G-&w  76   &G   Rvnum: 6118    Jinn Archmagi
&GAbsoro         ->&w2   &G-&w  17   &G   Rvnum: 10300   Ahpock Warrior
&GWirli          ->&w2   &G-&w  17   &G   Rvnum: 10300   Gith Mage
&GJiral          ->&w2   &G-&w  17   &G   Rvnum: 10300   Gith Mage
&GStefan         ->&w40  &G-&w  77   &G   Rvnum: 21122   Jinn Archmagi
&GMerrik         ->&w49  &G-&w  34   &G   Rvnum: 14220   Jinn Cleric
&GMerrik         ->&w50  &G-&w  34   &G   Rvnum: 4609    Jinn Cleric
&GMerrik         ->&w3   &G-&w  35   &G   Rvnum: 1206    Jinn Bishop
&GMerrik         ->&w4   &G-&w  35   &G   Rvnum: 11099   Jinn Bishop
&GMerrik         ->&w5   &G-&w  35   &G   Rvnum: 11050   Jinn Bishop
&GMerrik         ->&w6   &G-&w  35   &G   Rvnum: 11050   Jinn Bishop
&GMerrik         ->&w7   &G-&w  35   &G   Rvnum: 11066   Jinn Bishop
&GMerrik         ->&w8   &G-&w  35   &G   Rvnum: 11068   Jinn Bishop
&GMerrik         ->&w9   &G-&w  35   &G   Rvnum: 11031   Jinn Bishop
&GMerrik         ->&w10  &G-&w  35   &G   Rvnum: 11062   Jinn Bishop
&GMerrik         ->&w11  &G-&w  35   &G   Rvnum: 11042   Jinn Bishop
&GMerrik         ->&w12  &G-&w  35   &G   Rvnum: 11065   Jinn Bishop
&GMerrik         ->&w13  &G-&w  35   &G   Rvnum: 11016   Jinn Bishop
&GMerrik         ->&w14  &G-&w  35   &G   Rvnum: 14210   Jinn Bishop
&GMerrik         ->&w15  &G-&w  35   &G   Rvnum: 14223   Jinn Bishop
&GMerrik         ->&w16  &G-&w  35   &G   Rvnum: 4609    Jinn Bishop
&GAeronil        ->&w41  &G-&w  29   &G   Rvnum: 8432    Ghoul Mage
&GStefan         ->&w41  &G-&w  79   &G   Rvnum: 972     Jinn Archmagi
&GJiro           ->&w2   &G-&w  17   &G   Rvnum: 10300   Ghoul Shaman
&GMeruin         ->&w2   &G-&w  17   &G   Rvnum: 10300   Ghoul Diabolist
&GJuro           ->&w2   &G-&w  17   &G   Rvnum: 10300   Lizardman Mage
&GAeronil        ->&w42  &G-&w  29   &G   Rvnum: 1564    Ghoul Mage
&GDamarco        ->&w2   &G-&w  17   &G   Rvnum: 10300   Ghoul Diabolist
&GDamarco        ->&w3   &G-&w  17   &G   Rvnum: 10361   Ghoul Diabolist
&GDamarco        ->&w4   &G-&w  17   &G   Rvnum: 10361   Ghoul Diabolist
&GDamarco        ->&w5   &G-&w  17   &G   Rvnum: 10431   Ghoul Diabolist
&GDamarco        ->&w6   &G-&w  17   &G   Rvnum: 10397   Ghoul Diabolist
&GDamarco        ->&w7   &G-&w  17   &G   Rvnum: 21001   Ghoul Diabolist
&GDagnart        ->&w2   &G-&w  17   &G   Rvnum: 10300   Human Conjurer
&GDagnart        ->&w3   &G-&w  17   &G   Rvnum: 10363   Human Conjurer
&GKilo           ->&w2   &G-&w  17   &G   Rvnum: 10300   Gith Mage
&GDagnart        ->&w4   &G-&w  17   &G   Rvnum: 10447   Human Conjurer
&GDagnart        ->&w5   &G-&w  17   &G   Rvnum: 10384   Human Conjurer
&GDagnart        ->&w6   &G-&w  17   &G   Rvnum: 21001   Human Conjurer
&GMerrik         ->&w17  &G-&w  35   &G   Rvnum: 11065   Jinn Bishop
&GMerrik         ->&w18  &G-&w  35   &G   Rvnum: 11084   Jinn Bishop
&GMerrik         ->&w19  &G-&w  35   &G   Rvnum: 11040   Jinn Bishop
&GMerrik         ->&w20  &G-&w  36   &G   Rvnum: 11034   Jinn Bishop
&GDick Fury      ->&w2   &G-&w  17   &G   Rvnum: 10300   Lizardman Thief
&GJili           ->&w2   &G-&w  17   &G   Rvnum: 10300   Gith Mage
&GAeronil        ->&w43  &G-&w  31   &G   Rvnum: 8458    Ghoul Mage
&GMerrik         ->&w21  &G-&w  36   &G   Rvnum: 11092   Jinn Bishop
&GMerrik         ->&w22  &G-&w  36   &G   Rvnum: 11085   Jinn Bishop
&GCipher         ->&w2   &G-&w  17   &G   Rvnum: 10300   Ghoul Diabolist
&GCipher         ->&w3   &G-&w  17   &G   Rvnum: 10361   Ghoul Diabolist
&GCipher         ->&w4   &G-&w  17   &G   Rvnum: 10361   Ghoul Diabolist
&GMischa         ->&w46  &G-&w  42   &G   Rvnum: 14198   Gnome Mage
&GCipher         ->&w5   &G-&w  17   &G   Rvnum: 3825    Ghoul Diabolist
&GCipher         ->&w6   &G-&w  17   &G   Rvnum: 3824    Ghoul Diabolist
&GCipher         ->&w7   &G-&w  17   &G   Rvnum: 891     Ghoul Diabolist
&GCipher         ->&w8   &G-&w  17   &G   Rvnum: 930     Ghoul Diabolist
&GCipher         ->&w9   &G-&w  17   &G   Rvnum: 4605    Ghoul Diabolist
&GMischa         ->&w47  &G-&w  42   &G   Rvnum: 917     Gnome Mage
&GCipher         ->&w10  &G-&w  17   &G   Rvnum: 4605    Ghoul Diabolist
&GCipher         ->&w11  &G-&w  17   &G   Rvnum: 4605    Ghoul Diabolist
&GCipher         ->&w12  &G-&w  17   &G   Rvnum: 4606    Ghoul Diabolist
&GCipher         ->&w13  &G-&w  17   &G   Rvnum: 4609    Ghoul Diabolist
&GCipher         ->&w14  &G-&w  17   &G   Rvnum: 4608    Ghoul Diabolist
&GCipher         ->&w15  &G-&w  17   &G   Rvnum: 4608    Ghoul Diabolist
&GCipher         ->&w16  &G-&w  17   &G   Rvnum: 3826    Ghoul Diabolist
&GDarin          ->&w31  &G-&w  28   &G   Rvnum: 804     Half-elf Monk
&GCipher         ->&w17  &G-&w  18   &G   Rvnum: 8001    Ghoul Diabolist
&GCipher         ->&w18  &G-&w  18   &G   Rvnum: 8029    Ghoul Diabolist
&GCipher         ->&w19  &G-&w  18   &G   Rvnum: 8025    Ghoul Diabolist
&GCipher         ->&w20  &G-&w  18   &G   Rvnum: 8031    Ghoul Diabolist
&GHeart          ->&w2   &G-&w  17   &G   Rvnum: 10300   Drow Warrior
&GMerrik         ->&w23  &G-&w  37   &G   Rvnum: 11023   Jinn Bishop
&GKeruni         ->&w39  &G-&w  34   &G   Rvnum: 14195   Half-elf Bishop
&GStefan         ->&w42  &G-&w  82   &G   Rvnum: 4652    Jinn Archmagi
&GShirr          ->&w2   &G-&w  17   &G   Rvnum: 10300   Human Diabolist
&GAeronil        ->&w44  &G-&w  32   &G   Rvnum: 1622    Ghoul Mage
&GAmanya         ->&w2   &G-&w  17   &G   Rvnum: 10300   Ghoul Diabolist
&GMerrik         ->&w24  &G-&w  37   &G   Rvnum: 14239   Jinn Bishop
&GMerrik         ->&w25  &G-&w  38   &G   Rvnum: 14243   Jinn Bishop
&GDante          ->&w2   &G-&w  17   &G   Rvnum: 10300   Dwarf Thief
&GDante          ->&w3   &G-&w  17   &G   Rvnum: 10378   Dwarf Thief
&GDante          ->&w4   &G-&w  17   &G   Rvnum: 10379   Dwarf Thief
&GDante          ->&w5   &G-&w  17   &G   Rvnum: 10395   Dwarf Thief
&GDante          ->&w6   &G-&w  17   &G   Rvnum: 10376   Dwarf Thief
&GDante          ->&w7   &G-&w  17   &G   Rvnum: 10806   Dwarf Thief
&GJack           ->&w44  &G-&w  120  &G   Rvnum: 8417    Half-elf Jester
&GGaul           ->&w2   &G-&w  17   &G   Rvnum: 10300   Ghoul Shaman
&GDante          ->&w8   &G-&w  18   &G   Rvnum: 1007    Dwarf Thief
&GDante          ->&w9   &G-&w  18   &G   Rvnum: 1260    Dwarf Thief
&GFanacasecul    ->&w2   &G-&w  17   &G   Rvnum: 10300   Gith Monk
&GJeli           ->&w2   &G-&w  17   &G   Rvnum: 10300   Minotaur Thief
&GSuccet         ->&w2   &G-&w  17   &G   Rvnum: 10300   Ahpock Warrior
